"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"193503","occ","","","19714","Lynx","genus","41058","Blancan","","4.9","1.8","1682"
"193669","occ","8561","","19746","Smilodon gracilis","species","51615","Blancan","","4.9","1.8","6294"
"193680","occ","8562","","19749","Smilodon gracilis","species","51615","Blancan","","4.9","1.8","6294"
"193710","occ","","","19752","Smilodon gracilis","species","51615","Blancan","","4.9","1.8","3567"
"193731","occ","","","19753","Lynx","genus","41058","Blancan","","4.9","1.8","2615"
"193750","occ","","","19754","Homotherium","genus","41056","Blancan","","4.9","1.8","2615"
"193768","occ","","","19757","Miracinonyx inexpectatus","species","45365","Blancan","","4.9","1.8","2623"
"193778","occ","","","19758","Miracinonyx inexpectatus","species","45365","Blancan","","4.9","1.8","2615"
"193779","occ","","","19758","Smilodon gracilis","species","51615","Blancan","","4.9","1.8","3567"
"193780","occ","","","19758","Homotherium","genus","41056","Blancan","","4.9","1.8","2621"
"193781","occ","","","19758","Chasmaporthetes ossifragus","species","45052","Blancan","","4.9","1.8","3567"
"193792","occ","","","19759","Miracinonyx inexpectatus","species","45365","Blancan","","4.9","1.8","2623"
"193799","occ","","","19762","Chasmaporthetes ossifragus","species","45052","Blancan","","4.9","1.8","1060"
"193812","occ","8585","","19767","Homotherium idahoensis","species","47388","Blancan","","4.9","1.8","6294"
"193855","occ","","","19786","Puma concolor","species","46513","Blancan","","4.9","1.8","2878"
"193860","occ","","","19787","Puma concolor","species","46513","Blancan","","4.9","1.8","2878"
"193877","occ","","","19796","Puma concolor","species","46513","Blancan","","4.9","1.8","2878"
"193900","occ","8617","","19806","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193959","occ","8637","","19819","Megantereon hesperus","species","47843","Blancan","","4.9","1.8","6294"
"193970","occ","8641","","19822","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193974","occ","8643","","19824","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193975","occ","8644","","19825","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193982","occ","8650","","19829","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193988","occ","8654","","19835","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193990","occ","8655","","19837","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193995","occ","8657","","19841","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"193997","occ","8658","","19843","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194006","occ","8662","","19851","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194020","occ","8666","","19860","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194021","occ","8667","","19861","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194026","occ","8670","","19863","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194027","occ","8671","","19864","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194035","occ","8672","","19868","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194043","occ","8675","","19875","Felis rexroadensis","species","46527","Blancan","","4.9","1.8","6294"
"194050","occ","8678","","19882","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194058","occ","8682","","19888","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194073","occ","8687","","19898","Felidae","family","41045","Blancan","","4.9","1.8","6294"
"194097","occ","8696","","19904","Felidae","family","41045","Blancan","","4.9","1.8","1069"
"194120","occ","8706","","19906","Felidae","family","41045","Blancan","","4.9","1.8","1069"
"194149","occ","","","19911","Homotherium idahoensis","species","47388","Blancan","","4.9","1.8","3118"
"194174","occ","8734","","19913","Felis lacustris","species","46520","Blancan","","4.9","1.8","6294"
"194175","occ","","","19913","Homotherium idahoensis","species","47388","Blancan","","4.9","1.8","3118"
"194214","occ","","","19921","Homotherium","genus","41056","Blancan","","4.9","1.8","1814"
"194255","occ","8758","","19927","Lynx","genus","41058","Blancan","","4.9","1.8","6294"
"194347","occ","","","19931","Chasmaporthetes","genus","41023","Blancan","","4.9","1.8","1070"
"194381","occ","8802","","19934","Felinae","subfamily","57432","Blancan","","4.9","1.8","6294"
"194394","occ","8807","","19935","Felis rexroadensis","species","46527","Blancan","","4.9","1.8","3585"
"194419","occ","8813","","19936","Felis rexroadensis","species","46527","Blancan","","4.9","1.8","6294"
"194420","occ","8814","","19936","Megantereon hesperus","species","47843","Blancan","","4.9","1.8","1064"
"194486","occ","8830","","19940","Felis rexroadensis","species","46527","Blancan","","4.9","1.8","6294"
"194530","occ","","","19942","Smilodon","genus","41079","Blancan","","4.9","1.8","1460"
"194633","occ","8872","","19954","Homotherium","genus","41056","Blancan","","4.9","1.8","6294"
"194656","occ","","","19955","Megantereon hesperus","species","47843","Blancan","","4.9","1.8","3070"
"194657","occ","","","19955","Homotherium crusafonti","species","47386","Blancan","","4.9","1.8","3070"
"194679","occ","","","19959","Homotherium","genus","41056","Blancan","","4.9","1.8","3070"
"194688","occ","","","19960","Smilodon","genus","41079","Blancan","","4.9","1.8","3073"
"194726","occ","8897","","19963","Machairodontinae","subfamily","65494","Blancan","","4.9","1.8","6294"
"194767","occ","8903","","19965","Felinae","subfamily","57432","Blancan","","4.9","1.8","6294"
"194803","occ","8912","","19970","Felidae","family","41045","Blancan","","4.9","1.8","6197"
"194904","occ","","","20009","Felidae","family","41045","Blancan","","4.9","1.8","2062"
"194916","occ","","","20012","Felidae","family","41045","Irvingtonian","","1.8","0.3","2066"
"194947","occ","8944","","20019","Homotherium","genus","41056","Blancan","","4.9","1.8","6294"
"194984","occ","8948","","20023","Chasmaporthetes ossifragus","species","45052","Blancan","","4.9","1.8","6294"
"194985","occ","8949","","20023","Felis lacustris","species","46520","Blancan","","4.9","1.8","6294"
"194986","occ","8950","","20023","Dinofelis palaeoonca","species","49736","Blancan","","4.9","1.8","2552"
"195005","occ","8952","","20027","Dinofelis palaeoonca","species","49736","Blancan","","4.9","1.8","6294"
"195031","occ","8957","","20031","Felis lacustris","species","46520","Blancan","","4.9","1.8","6294"
"195032","occ","8958","","20031","Dinofelis palaeoonca","species","49736","Blancan","","4.9","1.8","6294"
"195033","occ","","","20031","Homotherium","genus","41056","Blancan","","4.9","1.8","1309"
"195069","occ","8966","","20033","Chasmaporthetes ossifragus","species","45052","Blancan","","4.9","1.8","6294"
"195070","occ","8967","","20033","Felis lacustris","species","46520","Blancan","","4.9","1.8","3585"
"195071","occ","8968","","20033","Miracinonyx studeri","species","46529","Blancan","","4.9","1.8","6271"
"195072","occ","","","20033","Lynx rufus","species","46528","Blancan","","4.9","1.8","3585"
"195073","occ","8969","","20033","Homotherium johnstoni","species","47390","Blancan","","4.9","1.8","2485"
"195136","occ","8983","","20050","Homotherium","genus","41056","Blancan","","4.9","1.8","6294"
"195137","occ","","","20050","Felidae","family","41045","Blancan","","4.9","1.8","928"
"195157","occ","8987","","20052","Homotherium","genus","41056","Blancan","","4.9","1.8","6294"
"195158","occ","","","20052","Felidae","family","41045","Blancan","","4.9","1.8","928"
"195226","occ","8994","","20060","Felis rexroadensis","species","46527","Blancan","","4.9","1.8","3585"
"195270","occ","","","20062","Lynx rufus","species","46528","Blancan","","4.9","1.8","2625"
"195271","occ","9001","","20062","Felis lacustris","species","46520","Blancan","","4.9","1.8","2625"
"195272","occ","","","20062","Dinofelis palaeoonca","species","49736","Blancan","","4.9","1.8","2625"
"195273","occ","","","20062","Felidae","family","41045","Blancan","","4.9","1.8","2625"
"195298","occ","9009","","20063","Felinae","subfamily","57432","Blancan","","4.9","1.8","6294"
"195299","occ","","","20063","Machairodontinae","subfamily","65494","Blancan","","4.9","1.8","1751"
"195331","occ","9023","","20072","Chasmaporthetes ossifragus","species","45052","Blancan","","4.9","1.8","2194"
"195347","occ","9026","","20074","Chasmaporthetes ossifragus","species","45052","Blancan","","4.9","1.8","6294"
"195360","occ","","","20075","Felidae","family","41045","Blancan","","4.9","1.8","1180"
"195380","occ","9035","","20077","Miracinonyx studeri","species","46529","Blancan","","4.9","1.8","1179"
"195381","occ","","","20077","Machairodus","genus","41059","Blancan","","4.9","1.8","4184"
"195400","occ","","","20084","Megantereon","genus","41060","Blancan","","4.9","1.8","4221"
"195422","occ","","","20094","Lynx rufus","species","46528","Blancan","","4.9","1.8","1186"
"195564","occ","9086","","20114","Felinae","subfamily","57432","Blancan","","4.9","1.8","6294"
"195598","occ","9098","","20116","Puma concolor","species","46513","Blancan","","4.9","1.8","6294"
"195599","occ","","","20116","Lynx rufus","species","46528","Blancan","","4.9","1.8","1186"
"195631","occ","9106","","20118","Felinae","subfamily","57432","Blancan","","4.9","1.8","6294"
"195632","occ","9107","","20118","Felis lacustris","species","46520","Blancan","","4.9","1.8","6294"
"195652","occ","","","20119","Lynx rufus","species","46528","Blancan","","4.9","1.8","1186"
"195690","occ","9123","","20120","Puma concolor","species","46513","Blancan","","4.9","1.8","6294"
"195691","occ","9124","","20120","Felis lacustris","species","46520","Blancan","","4.9","1.8","6294"
"195720","occ","9131","","20121","Felinae","subfamily","57432","Blancan","","4.9","1.8","6294"
"195721","occ","9132","","20121","Puma concolor","species","46513","Blancan","","4.9","1.8","6294"
"195743","occ","9137","","20122","Felis lacustris","species","46520","Blancan","","4.9","1.8","6294"
"195744","occ","","","20122","Lynx rufus","species","46528","Blancan","","4.9","1.8","1186"
"195801","occ","9147","","20124","Felinae","subfamily","57432","Irvingtonian","","1.8","0.3","6294"
"195802","occ","","","20124","Smilodon gracilis","species","51615","Irvingtonian","","1.8","0.3","1186"
"195866","occ","","","20126","Smilodon gracilis","species","51615","Irvingtonian","","1.8","0.3","1186"
"195888","occ","9162","","20127","Felinae","subfamily","57432","Irvingtonian","","1.8","0.3","6294"
"195889","occ","","","20127","Smilodon gracilis","species","51615","Irvingtonian","","1.8","0.3","1186"
"195908","occ","","","20128","Smilodon gracilis","species","51615","Irvingtonian","","1.8","0.3","1186"
"195927","occ","","","20129","Lynx rufus","species","46528","Irvingtonian","","1.8","0.3","1186"
"195939","occ","","","20130","Smilodon gracilis","species","51615","Irvingtonian","","1.8","0.3","1186"
"195993","occ","9174","","20142","Homotherium serum","species","45759","Irvingtonian","","1.8","0.3","6294"
"196054","occ","","","20148","Felidae","family","41045","Irvingtonian","","1.8","0.3","1870"
"196075","occ","","","20150","Miracinonyx inexpectatus","species","45365","Irvingtonian","","1.8","0.3","949"
"196076","occ","","","20150","Lynx rufus","species","46528","Irvingtonian","","1.8","0.3","949"
"196129","occ","","","20158","Felidae","family","41045","Irvingtonian","","1.8","0.3","2780"
"196214","occ","","","20166","Panthera leo atrox","subspecies","46509","Irvingtonian","","1.8","0.3","3081"
"196425","occ","","","20205","Felidae","family","41045","Irvingtonian","","1.8","0.3","2725"
"196636","occ","","","20272","Smilodon fatalis","species","46515","Irvingtonian","","1.8","0.3","2018"
"196637","occ","9288","","20272","Puma concolor","species","46513","Irvingtonian","","1.8","0.3","6294"
"196656","occ","9290","","20273","Puma","genus","41073","Irvingtonian","","1.8","0.3","6294"
"196657","occ","9291","","20273","Homotherium serum","species","45759","Irvingtonian","","1.8","0.3","2021"
"196705","occ","","","20281","Lynx rufus","species","46528","Irvingtonian","","1.8","0.3","2254"
"196736","occ","","","20283","Smilodon fatalis","species","46515","Irvingtonian","","1.8","0.3","2607"
"196737","occ","","","20283","Panthera leo atrox","subspecies","46509","Irvingtonian","","1.8","0.3","2607"
"196738","occ","","","20283","Panthera onca","species","46524","Irvingtonian","","1.8","0.3","2607"
"196739","occ","9306","","20283","Lynx rufus","species","46528","Irvingtonian","","1.8","0.3","6294"
"196755","occ","9312","","20285","Puma concolor","species","46513","Irvingtonian","","1.8","0.3","6294"
"196756","occ","9313","","20285","Felinae","subfamily","57432","Irvingtonian","","1.8","0.3","6294"
"196757","occ","9314","","20285","Panthera onca","species","46524","Irvingtonian","","1.8","0.3","6294"
"196758","occ","9315","","20285","Smilodon fatalis","species","46515","Irvingtonian","","1.8","0.3","6294"
"196782","occ","","","20286","Panthera onca","species","46524","Irvingtonian","","1.8","0.3","3491"
"196783","occ","","","20286","Smilodon","genus","41079","Irvingtonian","","1.8","0.3","3491"
"196784","occ","","","20286","Miracinonyx inexpectatus","species","45365","Irvingtonian","","1.8","0.3","3491"
"196823","occ","9335","","20289","Panthera onca","species","46524","Irvingtonian","","1.8","0.3","6294"
"196824","occ","9336","","20289","Lynx rufus","species","46528","Irvingtonian","","1.8","0.3","6294"
"196825","occ","","","20289","Miracinonyx","genus","257652","Irvingtonian","","1.8","0.3","2623"
"196855","occ","9353","","20290","Smilodon fatalis","species","46515","Irvingtonian","","1.8","0.3","6294"
